instruction,input,output
In the ACSC ISM What does ISM-0418 mean in this context?,,"It means Information Security Management - Standard 0418 ISM-0418. Credentials are kept separate from systems they are used to authenticate to, except for when performing authentication activities."
In the ACSC ISM What does credentials refer to?,,"The credentials refers to any type of information required by a system or service to verify identity and/or access rights - ISM-0418. Credentials are kept separate from systems they are used to authenticate to, except for when performing authentication activities."
In the ACSC ISM What does session mean?,,"Session refers to a period of time during which a user interacts with a system, such as logging into their account and performing tasks on it - ISM-0428. Systems are configured with a session or screen lock that:
• activates after a maximum of 15 minutes of user inactivity, or if manually activated by users
• conceals all session content on the screen
• ensures that the screen does not enter a power saving state before the session or screen lock is activated
• requires users to authenticate to unlock the session
• denies users the ability to disable the session or screen locking mechanism."
In the ACSC ISM What should an organization do to plan for cyber security risks and manage cyber security business risks within their organisation.?,,"An organization must develop a comprehensive risk management program which includes identifying threats, vulnerabilities, impacts, controls, and mitigation strategies. ISM-0428. Systems are configured with a session or screen lock that:
• activates after a maximum of 15 minutes of user inactivity, or if manually activated by users
• conceals all session content on the screen
• ensures that the screen does not enter a power saving state before the session or screen lock is activated
• requires users to authenticate to unlock the session
• denies users the ability to disable the session or screen locking mechanism."
"In the ACSC ISM What happens when access to systems, applications and data repositories are removed?",,"The user will not be able to use those resources anymore - ISM-0430. Access to systems, applications and data repositories is removed or suspended on the same day personnel no longer have a legitimate requirement for access."
In the ACSC ISM What are some examples of information security policies?,,"Examples include: ISM-0430. Access to systems, applications and data repositories is removed or suspended on the same day personnel no longer have a legitimate requirement for access."
In the ACSC ISM What are some examples of system access requirements?,,Examples include: ISM-0432. Access requirements for a system and its resources are documented in its system security plan.
In the ACSC ISM What is a System Security Plan?,,"The System Security Plan (SSP) defines how access requirements for a system and its resources will be implemented, monitored, and controlled. - ISM-0432. Access requirements for a system and its resources are documented in its system security plan."
In the ACSC ISM What are some examples of appropriate employment screenings?,,"Examples include background checks, drug tests, credit reports, criminal record checks, etc ISM-0434. Personnel undergo appropriate employment screening and, where necessary, hold an appropriate security clearance before being granted access to a system and its resources."
In the ACSC ISM What are some of the requirements for accessing a computer system?,,"Before personnel can be given access to a computer system, they must first undergo training on how to use it properly. They also need to sign off on certain policies regarding data security and privacy. ISM-0435. Personnel receive any necessary briefings before being granted access to a system and its resources."
In the ACSC ISM What are some of the requirements for accessing a computer system?,,"Before gaining access to a computer system, personnel must be given any necessary briefings on how to use it safely and securely ISM-0435. Personnel receive any necessary briefings before being granted access to a system and its resources."
In the ACSC ISM What are some examples of system access requirements?,,Examples include: - Briefing on policies and procedures - Training in use of the system ISM-0435. Personnel receive any necessary briefings before being granted access to a system and its resources.
In the ACSC ISM What is a privileged user?,,"A privileged user is someone who has been granted special permissions or rights, such as administrative privileges on a computer system - ISM-0445. Privileged users are assigned a dedicated privileged account to be used solely for tasks requiring privileged access."
In the ACSC ISM What are some examples of situations when it may not be possible to recover encrypted information using cryptography?,,"	Some examples include: ISM-0455. Where practical, cryptographic equipment and software provides a means of data recovery to allow for circumstances where the encryption key is unavailable due to loss, damage or failure."
In the ACSC ISM What does full disk encryption do?,,"It ensures all of your files are protected from unauthorized access and prevents anyone from accessing them without proper authorization - ISM-0459. Full disk encryption, or partial encryption where access controls will only allow writing to the encrypted partition, is implemented when encrypting data at rest."
In the ACSC ISM What are some methods used in implementing full disk encryption?,,"	Full Disk Encryption (FDE) uses cryptography techniques such as hashing algorithms, symmetric key encryption, asymmetric key encryption, etc., to protect data stored on hard drives from unauthorized access ISM-0459. Full disk encryption, or partial encryption where access controls will only allow writing to the encrypted partition, is implemented when encrypting data at rest."
In the ACSC ISM What does full disk encryption do?,,"It ensures all data on your computer's hard drive is secure and protected from unauthorized access - ISM-0459. Full disk encryption, or partial encryption where access controls will only allow writing to the encrypted partition, is implemented when encrypting data at rest."
In the ACSC ISM What does full disk encryption do?,,"It ensures all data on your computer's hard drive is protected from unauthorized access by using strong cryptographic algorithms and keys - ISM-0459. Full disk encryption, or partial encryption where access controls will only allow writing to the encrypted partition, is implemented when encrypting data at rest."
In the ACSC ISM What does ISM-0462 mean?,,"It means Information Security Management - Standard 0462 ISM-0462. When a user authenticates to the encryption functionality of ICT equipment or media, it is treated in accordance with its original sensitivity or classification until the user deauthenticates from the encryption functionality."
In the ACSC ISM What are some examples of encryption algorithms?,,"Some examples of encryption algorithms include DES, RSA, Blowfish, TwoFish, RC5, IDEA, AES, SHA1/SHA2, MD5, etc ISM-0469. An ASD-Approved Cryptographic Protocol (AACP) or high assurance cryptographic protocol is used to protect data when communicated over network infrastructure."
In the ACSC ISM What type of encryption should be used for sensitive data?,,"High-assurance cryptography, such as Advanced Encryption Standard (AES), must be used when encrypting sensitive data ISM-0471. Only AACAs or high assurance cryptographic algorithms are used by cryptographic equipment and software."
In the ACSC ISM What does ISM-0471 mean in this context?,,It means using only Approved Cryptographic Algorithms (AACAs) or High Assurance Cryptographic Algorithms ISM-0471. Only AACAs or high assurance cryptographic algorithms are used by cryptographic equipment and software.
In the ACSC ISM What is the recommended size of the modulus when using DH for agreeing on encryption session keys?,,"The recommended size of the modulus when using DH for agreeing on encryption session keys is 2048 bits ISM-0472. When using DH for agreeing on encryption session keys, a modulus of at least 2048 bits is used, preferably 3072 bits."
In the ACSC ISM What is the preferred key length when using elliptical curves in cryptography?,,"The preferred key length when using elliptical curves in cryptography is 256 bits ISM-0474. When using ECDH for agreeing on encryption session keys, a base point order and key size of at least 224 bits is used, preferably the NIST P-384 curve."
In the ACSC ISM What is the preferred key length when using ECDSA for digital signatures?,,"The preferred key length when using ECDSA for digital signatures is 224 bits ISM-0475. When using ECDSA for digital signatures, a base point order and key size of at least 224 bits is used, preferably the P-384 curve."
In the ACSC ISM What are some ASD-approved cryptographic algorithms?,,"	Using Rivest-Shamir-Adleman (RSA), Advanced Encryption Standard (AES) ISM-0476. When using RSA for digital signatures, and passing encryption session keys or similar keys, a modulus of at least 2048 bits is used, preferably 3072 bits."
In the ACSC ISM What are some advantages of using Rivest-Shamir-Adleman (RSA) when signing data with asymmetric cryptography?,,"The main advantage of using Rivest-Shamir-Adleman (RSA) when signing data with asymmetric cryptography is its ability to provide strong authentication between two parties without having to share any secret information in advance. ISM-0477. When using RSA for digital signatures, and for passing encryption session keys or similar keys, a different key pair is used for digital signatures and passing encrypted session keys."
In the ACSC ISM What is the use of symmetric encryption algorithms?,,	Symmetric encryption algorithms are used when there is no need for authentication or confidentiality between two parties communicating with each other ISM-0479. Symmetric cryptographic algorithms are not used in Electronic Codebook Mode.
In the ACSC ISM What does ISM-0481 stand for?,,	It stands for Information Security Manual - 0481 ISM-0481. Only AACPs or high assurance cryptographic protocols are used by cryptographic equipment and software.
In the ACSC ISM What does high assurance mean?,,"High Assurance means that the system has been designed, implemented, tested, and evaluated according to strict security standards ISM-0481. Only AACPs or high assurance cryptographic protocols are used by cryptographic equipment and software."
In the ACSC ISM What does sshd do?,,"It allows users to connect securely over TCP/IP networks - ISM-0484. The SSH daemon is configured to:
• only listen on the required interfaces (ListenAddress xxx.xxx.xxx.xxx)
• have a suitable login banner (Banner x)
• have a login authentication timeout of no more than 60 seconds (LoginGraceTime 60)
• disable host-based authentication (HostbasedAuthentication no)
• disable rhosts-based authentication (IgnoreRhosts yes)
• disable the ability to login directly as root (PermitRootLogin no)
• disable empty passwords (PermitEmptyPasswords no)
• disable connection forwarding (AllowTCPForwarding no)
• disable gateway ports (GatewayPorts no)
• disable X11 forwarding (X11Forwarding no)."
In the ACSC ISM What are some ways in which you can secure your shell environment?,,"	There are several ways to secure your shell environment such as enabling password authentication, disabling direct access to root account, disabling empty passwords, etc ISM-0484. The SSH daemon is configured to:
• only listen on the required interfaces (ListenAddress xxx.xxx.xxx.xxx)
• have a suitable login banner (Banner x)
• have a login authentication timeout of no more than 60 seconds (LoginGraceTime 60)
• disable host-based authentication (HostbasedAuthentication no)
• disable rhosts-based authentication (IgnoreRhosts yes)
• disable the ability to login directly as root (PermitRootLogin no)
• disable empty passwords (PermitEmptyPasswords no)
• disable connection forwarding (AllowTCPForwarding no)
• disable gateway ports (GatewayPorts no)
• disable X11 forwarding (X11Forwarding no)."
In the ACSC ISM What are some authentication mechanisms in Secure Shell (SSH)?,,	Public Key based authentication ISM-0485. Public key-based authentication is used for SSH connections.
In the ACSC ISM What are some ways in which secure shell can be used for automated remote access?,,"Secure Shell (SSH) provides encrypted communication between two computers over a network. It allows users to execute commands on a remote computer as if they were sitting at its terminal. ISM-0487. When using logins without a passphrase for SSH connections, the following are disabled:
• access from IP addresses that do not require access
• port forwarding
• agent credential forwarding
• X11 display remoting
• console access."
In the ACSC ISM What does 'forced command' mean in Secure Shell (SSH)?,,"Forced Command means that you can force a specific command to run on your server even if it has not been requested by the user. ISM-0488. If using remote access without the use of a passphrase for SSH connections, the ‘forced command’ option is used to specify what command is executed and parameter checking is enabled."
In the ACSC ISM What does this mean?,,"This means that when using SSH-Agent or other key caching programs on your system, you must ensure that there is some form of locking mechanism (such as a password) on all systems where these keys will reside. ISM-0489. When SSH-agent or similar key caching programs are used, it is limited to workstations and servers with screen locks and key caches that are set to expire within four hours of inactivity."
In the ACSC ISM What versions of S/MIME can be used for S/MIME connections?,,	S/MIME version 3.0 or later ISM-0490. Versions of S/MIME earlier than S/MIME version 3.0 are not used for S/MIME connections.
In the ACSC ISM What is the mode of operation in Internet Protocol Security (IPSec)?,,"The mode of operation in Internet Protocol Security (IPSec) is Transport or Tunnel ISM-0494. Tunnel mode is used for IPsec connections; however, if using transport mode, an IP tunnel is used."
In the ACSC ISM What is the difference between tunnel and transport modes?,,"Transport mode uses an IP tunnel while tunnel mode does not use one ISM-0494. Tunnel mode is used for IPsec connections; however, if using transport mode, an IP tunnel is used."
In the ACSC ISM What is the purpose of the ESP protocol?,,The ESP protocol is used for authentication and encryption of IPsec connections ISM-0496. The ESP protocol is used for authentication and encryption of IPsec connections.
In the ACSC ISM What are some examples of Internet Protocol Security (IPSec) protocols?,,	The most common example of IPSec protocol is Encapsulating Security Payload (ESP). ISM-0496. The ESP protocol is used for authentication and encryption of IPsec connections.
In the ACSC ISM What is the maximum time allowed between two IPSec connections?,,"The maximum time allowed between two IPSec connections is 14,400 seconds or approximately 375 minutes ISM-0498. A security association lifetime of less than four hours (14400 seconds) is used for IPsec connections."
In the ACSC ISM What is the maximum time allowed between two consecutive packets in a TCP connection?,,The maximum time allowed between two consecutive packets in a TCP connection is one second ISM-0498. A security association lifetime of less than four hours (14400 seconds) is used for IPsec connections.
In the ACSC ISM What is the maximum time allowed between two IPSec connections?,,"The maximum time allowed between two IPSec connections is 14,400 seconds or approximately 372 minutes ISM-0498. A security association lifetime of less than four hours (14400 seconds) is used for IPsec connections."
In the ACSC ISM What are some examples of sensitive information that must be protected when it comes to data encryption?,,"Sensitive information such as credit card numbers, social security numbers, passwords, etc., need to be encrypted in order to protect them from unauthorized access ISM-0501. Keyed cryptographic equipment is transported based on the sensitivity or classification of its keying material."
"In the ACSC ISM What should an organization do to develop, implement and maintain crypto key management processes and procedures?",,"An organization must ensure that all cryptographic keys used in its systems are securely managed throughout their lifecycle. This includes developing policies and procedures around key generation, distribution, storage, use, destruction, auditing, and archival. ISM-0507. Cryptographic key management processes, and supporting cryptographic key management procedures, are developed, implemented and maintained."
In the ACSC ISM What does cryptographic key management mean?,,"It refers to the process of managing cryptographic keys used for encryption or decryption - ISM-0507. Cryptographic key management processes, and supporting cryptographic key management procedures, are developed, implemented and maintained."
In the ACSC ISM What are some examples of network documentation?,,"Examples of network documentation include high level network diagrams showing all connections into networks and logical network diagrams showing all critical servers, high value servers, network devices and network security appliances ISM-0516. Network documentation includes high-level network diagrams showing all connections into networks and logical network diagrams showing all critical servers, high-value servers, network devices and network security appliances."
In the ACSC ISM What are some examples of network documentation?,,"Examples of network documentation include network diagrams, network policies, user guides, and change control procedures ISM-0518. Network documentation is developed, implemented, maintained."
In the ACSC ISM What are some examples of network documentation?,,"Examples include user guides and configuration files - ISM-0518. Network documentation is developed, implemented, maintained."
In the ACSC ISM What is a network access control?,,Network access controls are implemented on networks to prevent the connection of unauthorized network devices - ISM-0520. Network access controls are implemented on networks to prevent the connection of unauthorised network devices.
In the ACSC ISM What are some examples of network access control policies?,,Examples include: Allowing only authorized users or devices to connect to the network; Requiring all connections to go through a firewall; Limiting which services can run on each device connected to the network ISM-0520. Network access controls are implemented on networks to prevent the connection of unauthorised network devices.
In the ACSC ISM What are some features of IPv6?,,"Some features of IPv6 include larger address space, improved routing efficiency, simplified header format, better support for multicasting, and more efficient handling of Quality of Service (QoS). ISM-0521. IPv6 functionality is disabled in dual-stack network devices unless it is being used."
In the ACSC ISM What does IPv6 functionality mean?,,It refers to the ability of a device or system to use Internet Protocol version 6 (IPv6). - ISM-0521. IPv6 functionality is disabled in dual-stack network devices unless it is being used.
In the ACSC ISM What is the purpose of using virtual local area networks (VLAN)?,,The primary purpose of using VLANs is to segregate network traffic between networks belonging to different security domains ISM-0529. VLANs are not used to separate network traffic between networks belonging to different security domains.
In the ACSC ISM What is the purpose of using virtual local area networks (VLAN)?,,The purpose of using VLANs is to segment traffic on a network into different broadcast domains so that it can be more easily managed by administrators ISM-0530. Network devices managing VLANs are administered from the most trusted security domain.
In the ACSC ISM How can you disable unused physical ports on network devices?,,You can disable unused physical ports by using the command no shutdown ISM-0534. Unused physical ports on network devices are disabled.
In the ACSC ISM What are some advantages of using virtual local area networks (VLAN)?,,"Some advantages of using VLAN include enhanced network performance, increased flexibility in network management, improved security, reduced costs, and simplified troubleshooting ISM-0535. Network devices managing VLANs belonging to different security domains do not share VLAN trunks."
In the ACSC ISM What is a Video Aware Firewall?,,"A Video Aware Firewall (VAF) is a type of network security device that can detect and control video content passing through it. ISM-0546. When video conferencing or IP telephony traffic passes through a gateway containing a firewall or proxy, a video-aware or voice-aware firewall or proxy is used."
In the ACSC ISM What are some examples of video-aware and voice-aware firewalls and proxies?,,"Some examples of video-aware and voice-aware firewalls and proxies include Cisco FirePOWER Services, Check Point Next Generation Firewall (NGFW), Palo Alto Networks Next-Generation Security Platform, Fortinet FortiGate NGIPS, Juniper SRX Series, SonicWALL TZ series, Barracuda Web Application Firewall, F5 BIG-IP Local Traffic Manager, etc ISM-0546. When video conferencing or IP telephony traffic passes through a gateway containing a firewall or proxy, a video-aware or voice-aware firewall or proxy is used."
In the ACSC ISM What should an organization do to protect video conferencing and internet protocol telephony traffic?,,An organization can use a secure real time transport protocol (SRTP) to ensure the confidentiality and integrity of video conferencing and IP telephony calls ISM-0547. Video conferencing and IP telephony calls are conducted using a secure real-time transport protocol.
In the ACSC ISM What is RTP?,,Real Time Protocol ISM-0547. Video conferencing and IP telephony calls are conducted using a secure real-time transport protocol.
In the ACSC ISM What should an organization do to protect video conferencing and internet protocol telephony traffic?,,An organization can establish a secure session initiation protocol (SIP) to ensure protection of video conferencing and internet protocol telephony traffic ISM-0548. Video conferencing and IP telephony calls are established using a secure session initiation protocol.
In the ACSC ISM What is SIP?,,"Secure Session Initiation Protocol (SIP) is used for establishing video conference or voice over internet protocol (VoIP) call sessions between two endpoints, such as computers, mobile devices, etc ISM-0548. Video conferencing and IP telephony calls are established using a secure session initiation protocol."
In the ACSC ISM What does control mean?,,Separating video conferencing and IP telephony traffic from other data traffic - ISM-0549. Video conferencing and IP telephony traffic is separated physically or logically from other data traffic.
In the ACSC ISM What are some examples of video conferencing and internet protocol telephony traffic separation techniques?,,"Some examples include using separate network interfaces, VLANs (Virtual Local Area Network), and dedicated circuits ISM-0549. Video conferencing and IP telephony traffic is separated physically or logically from other data traffic."
In the ACSC ISM What are some examples of authentication and authorization?,,"Examples include login credentials such as passwords or PINs, biometric data like fingerprints, voice recognition, and facial recognition. ISM-0553. Authentication and authorisation is used for all actions on a video conferencing network, including call setup and changing settings."
In the ACSC ISM What are some common types of attacks against IP phones?,,"	Some common types of attacks against IP phones include denial of service (DoS) attack, eavesdropping, man in middle attack, spoofing, and spamming ISM-0553. Authentication and authorisation is used for all actions on a video conferencing network, including call setup and changing settings."
In the ACSC ISM What are some common types of video conferencing units?,,"Some common types of video conferencing units include desktop systems, room based systems, mobile devices, and web-based applications ISM-0554. An encrypted and non-replayable two-way authentication scheme is used for call authentication and authorisation."
In the ACSC ISM What are some common types of attacks against VoIP systems?,,"	Voice over internet protocol (VoIP) systems can be vulnerable to many different kinds of attack. Some examples include denial of service attacks, eavesdropping, spoofing, call hijacking, and more. ISM-0555. Authentication and authorisation is used for all actions on an IP telephony network, including registering a new IP phone, changing phone users, changing settings and accessing voicemail."
In the ACSC ISM What does Workstations are not connected to video conferencing units mean?,,"It means that workstations should be separated from video conferencing devices so they do not interfere with each other's functions ISM-0556. Workstations are not connected to video conferencing units or IP phones unless the workstation or the device uses Virtual Local Area Networks or similar mechanisms to maintain separation between video conferencing, IP telephony and other data traffic."
In the ACSC ISM What are some limitations of using internet protocol (IP) phones in public areas?,,"Some limitations of using IP phones in public areas include lacking the ability to access data networks, voicemail and directory services ISM-0558. IP phones used in public areas do not have the ability to access data networks, voicemail and directory services."
In the ACSC ISM Can I use my phone for accessing data network?,,"No - ISM-0558. IP phones used in public areas do not have the ability to access data networks, voicemail and directory services."
"In the ACSC ISM How can you handle emails with inappropriate, invalid or missing protective markings?",," The email server should be configured to block, log and report emails with inappropriate, invalid or missing protective markings ISM-0565. Email servers are configured to block, log and report emails with inappropriate protective markings."
In the ACSC ISM What are open relay email servers?,,An open relay server allows anyone on the Internet to send e-mail through it without authentication. ISM-0567. Email servers only relay emails destined for or originating from their domains (including subdomains).
In the ACSC ISM What is a centralized email gateway?,,	Centralized email gateways route emails through one server instead of multiple servers. ISM-0569. Emails are routed via centralised email gateways.
In the ACSC ISM What does centralized email gateway mean?,,"It means emails are routed through one main server, rather than being sent directly from sender to recipient - ISM-0569. Emails are routed via centralised email gateways."
In the ACSC ISM What are some advantages of using a centralized email gateway?,,"The main advantage of using a centralized email gateway is that it provides better control over your company's email traffic. It also allows you to easily monitor all incoming and outgoing messages as well as block spam and malicious content before they reach employees' inboxes ISM-0571. When users send or receive emails, an authenticated and encrypted channel is used to route emails via their organisation’s centralised email gateways."
In the ACSC ISM What does ISM-0572 mean in this context?,,	ISM-0572 refers to a standard set by Information Systems Management (ISM) which requires opportunistic TLS encryption to be enabled on all email servers making incoming or outgoing email connections over public networks ISM-0572. Opportunistic TLS encryption is enabled on email servers that make incoming or outgoing email connections over public network infrastructure.
In the ACSC ISM What does sender policy framework (SPF) do?,,It specifies which mail servers are allowed to send emails on behalf of your domain name ISM-0574. SPF is used to specify authorised email servers (or lack thereof) for all domains (including subdomains).
In the ACSC ISM What does SPF stand for?,,It stands for Sender Policy Framework ISM-0574. SPF is used to specify authorised email servers (or lack thereof) for all domains (including subdomains).
In the ACSC ISM What are some examples of an incident management policy?,,"Examples include having clear procedures for reporting incidents, ensuring all employees have access to training on how to respond to incidents, and establishing communication protocols between different teams involved with handling incidents ISM-0576. An incident management policy, and associated incident response plan, is developed, implemented and maintained."
In the ACSC ISM How can organizations effectively respond to cybersecurity threats?,,"Organizations need to develop an effective incident management policy which includes an incident response plan. ISM-0576. An incident management policy, and associated incident response plan, is developed, implemented and maintained."
In the ACSC ISM What are some examples of an incident management policy?,,"Examples include having clear procedures for reporting incidents, establishing roles and responsibilities within your organization, and ensuring all employees have access to training on how to respond to security incidents ISM-0576. An incident management policy, and associated incident response plan, is developed, implemented and maintained."
In the ACSC ISM What are some steps involved with developing an event logging policy?,,"The first step involves identifying what events need to be logged. Next, you should determine how these logs will be stored and accessed by users. Finally, you must decide on which types of data can be collected from each log entry. ISM-0580. An event logging policy is developed, implemented and maintained."
In the ACSC ISM What are some examples of events that need to be logged in your system?,,"Examples include failed login attempts, access violations, changes made to critical data or configuration files, etc ISM-0580. An event logging policy is developed, implemented and maintained."
In the ACSC ISM What are some steps involved with developing an event logging policy?,,"The first step involves identifying what events need to be logged. Next, you should determine how these logs will be stored and accessed by users. Finally, you must decide on which security measures will protect your data from unauthorized access or modification. ISM-0580. An event logging policy is developed, implemented and maintained."
In the ACSC ISM What are some examples of logs generated by an OS?,,"Some examples of logs generated by an OS include: ISM-0582. The following events are logged for operating systems:
• application and operating system crashes and error messages
• changes to security policies and system configurations
• successful user logons and logoffs, failed user logons and account lockouts
• failures, restarts and changes to important processes and services
• requests to access internet resources
• security product-related events
• system startups and shutdowns."
In the ACSC ISM What types of logs does Windows keep?,,"Windows keeps event logs, system logs and application logs - ISM-0582. The following events are logged for operating systems:
• application and operating system crashes and error messages
• changes to security policies and system configurations
• successful user logons and logoffs, failed user logons and account lockouts
• failures, restarts and changes to important processes and services
• requests to access internet resources
• security product-related events
• system startups and shutdowns."
In the ACSC ISM What information does this event log record?,,"This event log records the date and time of the event, the relevant user or process, the relevant file name, the event description, and the ICT equipment involved ISM-0585. For each event logged, the date and time of the event, the relevant user or process, the relevant filename, the event description, and the ICT equipment involved are recorded."
In the ACSC ISM What type of data is collected?,,"The type of data collected includes the date and time of the event, the relevant user or process, the relevant file name, the event description, and the ICT equipment involved - ISM-0585. For each event logged, the date and time of the event, the relevant user or process, the relevant filename, the event description, and the ICT equipment involved are recorded."
In the ACSC ISM What are some key components of a fax machine and MFD usage policy?,,"The main components of a fax machine and MFD usage policy include ensuring users follow security protocols when sending or receiving documents via these devices, maintaining confidentiality by restricting access to sensitive data, and establishing guidelines for proper use of equipment such as printing only necessary copies and using double-sided pages whenever possible ISM-0588. A fax machine and MFD usage policy is developed, implemented and maintained."
In the ACSC ISM What are some key components of a fax machine and MFD usage policy?,,"The main components of a fax machine and MFD usage policy include rules for use, security measures, maintenance procedures, and training requirements ISM-0588. A fax machine and MFD usage policy is developed, implemented and maintained."
In the ACSC ISM What are some best practices when developing a fax machine and multi function device (MFD) usage policy?,,"Some best practices when developing a fax machine and MFD usage policy include ensuring that all users have access to training on how to use these devices properly, establishing clear guidelines around what can and cannot be sent through them, and making sure there is a process in place for reporting any issues with the equipment or its usage ISM-0588. A fax machine and MFD usage policy is developed, implemented and maintained."
In the ACSC ISM What controls do you have over your network-connected Multi Function Devices (MFD)?,,"You can control access and usage, as well as monitor activity - ISM-0590. Controls for MFDs connected to networks are of a similar strength to those for other devices on networks."
In the ACSC ISM What is evaluated peripheral switch?,,Evaluated peripheral switches are used when sharing peripherals between systems - ISM-0591. Evaluated peripheral switches are used when sharing peripherals between systems.
In the ACSC ISM What is a peripheral switch?,,"Peripheral switches allow multiple computers or devices to share resources such as printers, scanners, hard drives, etc., without having to connect each device individually ISM-0591. Evaluated peripheral switches are used when sharing peripherals between systems."
In the ACSC ISM What should system administrators for gateways have access to in order to perform their duties?,,	System administrators for gateways should only have access to the resources they need to perform their duties ISM-0611. System administrators for gateways are assigned the minimum privileges required to perform their duties.
In the ACSC ISM What should system administrators for gateways know about operating and managing gateways?,,	System administrators for gateways need to have knowledge in the configuration and implementation of gateways as well as troubleshooting issues related to them ISM-0612. System administrators for gateways are formally trained on the operation and management of gateways.
In the ACSC ISM What does it take to become a system administrator?,,"To be a system administrator, you must have formal training on how to operate and manage gateways ISM-0612. System administrators for gateways are formally trained on the operation and management of gateways."
In the ACSC ISM What are some examples of system administrator responsibilities for gateways?,,"	System administrators for gateways perform tasks such as configuring network devices, managing user accounts, maintaining servers, installing software updates, monitoring systems performance, troubleshooting issues, etc ISM-0616. Separation of duties is implemented in performing administrative activities for gateways."
In the ACSC ISM What are some ways in which users can authenticate to networks accessed via gateways?,,	Users can authenticate to networks accessed via gateways by using passwords or tokens ISM-0619. Users authenticate to other networks accessed via gateways.
In the ACSC ISM What are some examples of gateways?,,"Some examples of gateways include routers, firewalls, switches, wireless access points, network bridges, proxy servers, VPNs, etc ISM-0622. ICT equipment authenticates to other networks accessed via gateways."
In the ACSC ISM What is a gateway?,,	A gateway is a device or software program that connects two or more computer systems together over a network. ISM-0628. Gateways are implemented between networks belonging to different security domains.
In the ACSC ISM What is a gateway?,,"A gateway is a device or software program that acts as an intermediary for data transmission from one network to another, typically across a firewall. - ISM-0628. Gateways are implemented between networks belonging to different security domains."
In the ACSC ISM What are some examples of gateways?,,"	Firewalls, routers, switches ISM-0631. Gateways only allow explicitly authorised data flows."
In the ACSC ISM What does gateway event logging and alerting provide?,,"Gateway Event Logging and Alerting provides information about data packets and data flows permitted through gateways as well as attempts at leaving gateways ISM-0634. The following events are logged for gateways:
• data packets and data flows permitted through gateways
• data packets and data flows attempting to leave gateways
• real-time alerts for attempted intrusions."
In the ACSC ISM What types of events can be logged by a gateway?,,"Gateway logs include connection, disconnection and error events ISM-0634. The following events are logged for gateways:
• data packets and data flows permitted through gateways
• data packets and data flows attempting to leave gateways
• real-time alerts for attempted intrusions."
In the ACSC ISM What are some examples of gateways?,,"	Firewalls, routers, switches ISM-0637. Gateways implement a demilitarised zone if external parties require access to an organisation’s services."
In the ACSC ISM What does evaluated mean?,,It means that the firewall has been tested and approved for use by experts - ISM-0639. Evaluated firewalls are used between networks belonging to different security domains.
In the ACSC ISM What is the purpose of using diode in a network?,,Diodes are used to control the direction of current through a circuit. ISM-0643. Evaluated diodes are used for controlling the data flow of unidirectional gateways between an organisation’s networks and public network infrastructure.
In the ACSC ISM What does ISM-0649 refer to in this context?,,	It refers to a standard number used by the International Organization for Standardization (ISO). ISM-0649. Files imported or exported via gateways or CDSs are filtered for allowed file types.
In the ACSC ISM Do I need to worry about viruses on my mobile devices?,,"Yes, just like desktop computers, smartphones and tablets are also susceptible to virus attacks. ISM-0651. Files identified by content filtering checks as malicious, or that cannot be inspected, are blocked."
In the ACSC ISM What happens when files are identified as malicious?,,"They will be blocked from being accessed. ISM-0651. Files identified by content filtering checks as malicious, or that cannot be inspected, are blocked."
In the ACSC ISM Are all viruses dangerous?,,"No, not all viruses pose a threat to your device. Some viruses simply cause annoyances such as popups or slowdowns. ISM-0651. Files identified by content filtering checks as malicious, or that cannot be inspected, are blocked."
In the ACSC ISM Should I delete any suspicious emails immediately?,,"It depends on what type of email they are. If they contain attachments, then yes, you should delete them right away. ISM-0651. Files identified by content filtering checks as malicious, or that cannot be inspected, are blocked."
In the ACSC ISM Can I still use my computer if it has been infected with malware?,,"Yes, but your system may run slower than usual due to the presence of unwanted programs on your machine. ISM-0651. Files identified by content filtering checks as malicious, or that cannot be inspected, are blocked."
In the ACSC ISM Which types of files are more likely to carry viruses?,,"Executable files (.exe) and compressed archives (zip, rar). ISM-0651. Files identified by content filtering checks as malicious, or that cannot be inspected, are blocked."
In the ACSC ISM Why does my anti-virus program take so long to scan my hard drive?,,"Scanning takes time because most modern computers have large amounts of data stored on their drives. ISM-0651. Files identified by content filtering checks as malicious, or that cannot be inspected, are blocked."
In the ACSC ISM How do you block access to these files?,,"By blocking them at the network level using firewalls and other security measures. ISM-0651. Files identified by content filtering checks as malicious, or that cannot be inspected, are blocked."
In the ACSC ISM Are all viruses dangerous?,,"No, not all viruses pose a threat to your device. Some viruses simply cause annoyances such as popups and ads. ISM-0651. Files identified by content filtering checks as malicious, or that cannot be inspected, are blocked."
In the ACSC ISM Is there anything else I can do to protect myself against malware?,,"You should always keep your operating systems up-to-date and install antivirus software for additional protection. ISM-0651. Files identified by content filtering checks as malicious, or that cannot be inspected, are blocked."
In the ACSC ISM What should an organization do to perform content filtering?,,"An organization can use tools such as firewalls, intrusion detection systems (IDS), web filters, anti-virus software, spam blockers, etc., to filter out unwanted content from entering its network ISM-0651. Files identified by content filtering checks as malicious, or that cannot be inspected, are blocked."
In the ACSC ISM What happens when files are flagged as suspicious?,,"When files are flagged as suspicious, they will be placed into a quarantine folder where they can be reviewed before being released back out to users. ISM-0652. Files identified by content filtering checks as suspicious are quarantined until reviewed and subsequently approved or not approved for release."
