instruction,input,output
"The ACSC ISM Section ""Network design and configuration"" includes which topics?",,"Network documentation, Network documentation, Network documentation, Network encryption, Network segmentation and segregation, Network segmentation and segregation, Using Virtual Local Area Networks, Using Virtual Local Area Networks, Using Virtual Local Area Networks, Using Virtual Local Area Networks, Using Virtual Local Area Networks, Using Internet Protocol version 6, Using Internet Protocol version 6, Using Internet Protocol version 6, Using Internet Protocol version 6, Using Internet Protocol version 6, Network access controls, Network access controls, Functional separation between servers, Functional separation between servers, Network management traffic, Use of Simple Network Management Protocol, Use of Simple Network Management Protocol, Using Network-based Intrusion Detection and Prevention Systems, Using Network-based Intrusion Detection and Prevention Systems, Blocking anonymity network traffic, Blocking anonymity network traffic, Protective Domain Name System Services, Flashing network devices with trusted firmware before first use, Default accounts and credentials for network devices, Disabling unused physical ports on network devices, Regularly restarting network devices"
"The ACSC ISM Section ""Operating system hardening"" includes which topics?",,"Operating system selection, Operating system releases and versions, Operating system releases and versions, Standard Operating Environments, Standard Operating Environments, Standard Operating Environments, Hardening operating system configurations, Hardening operating system configurations, Hardening operating system configurations, Hardening operating system configurations, Hardening operating system configurations, Hardening operating system configurations, Hardening operating system configurations, Hardening operating system configurations, Hardening operating system configurations, Hardening operating system configurations, Application management, Application management, Application control, Application control, Application control, Application control, Application control, Application control, Application control, Application control, Application control, Application control, Application control, Application control, Application control, Application control, Application control, Application control, Application control, PowerShell, PowerShell, PowerShell, PowerShell, PowerShell, PowerShell, Host-based Intrusion Prevention System, Host-based Intrusion Prevention System, Software firewall, Antivirus software, Device access control software, Device access control software, Device access control software, Operating system event logging, Operating system event logging"
"The ACSC ISM Section ""Peripheral switches"" includes which topics?",,Using peripheral switches
"The ACSC ISM Section ""Responding to cyber security incidents"" includes which topics?",,"Enacting incident response plans, Handling and containing data spills, Handling and containing malicious code infections, Handling and containing intrusions, Handling and containing intrusions, Handling and containing intrusions, Handling and containing intrusions, Handling and containing intrusions, Maintaining the integrity of evidence"
"The ACSC ISM Section ""Secure Shell"" includes which topics?",,"Configuring Secure Shell, Configuring Secure Shell, Authentication mechanisms, Authentication mechanisms, Automated remote access, Automated remote access, SSH-agent"
"The ACSC ISM Section ""Secure/Multipurpose Internet Mail Extension"" includes which topics?",,Configuring Secure/Multipurpose Internet Mail Extension
"The ACSC ISM Section ""Server application hardening"" includes which topics?",,"Server application selection, Server application releases, Hardening server application configurations, Hardening server application configurations, Hardening server application configurations, Hardening server application configurations, Restricting privileges for server applications, Restricting privileges for server applications, Microsoft Active Directory Domain Services domain controllers, Microsoft Active Directory Domain Services domain controllers, Microsoft Active Directory Domain Services domain controllers, Microsoft Active Directory Domain Services domain controllers, Microsoft Active Directory Domain Services domain controllers, Microsoft Active Directory Domain Services account hardening, Microsoft Active Directory Domain Services account hardening, Microsoft Active Directory Domain Services account hardening, Microsoft Active Directory Domain Services account hardening, Microsoft Active Directory Domain Services account hardening, Microsoft Active Directory Domain Services account hardening, Microsoft Active Directory Domain Services account hardening, Microsoft Active Directory Domain Services account hardening, Microsoft Active Directory Domain Services account hardening, Microsoft Active Directory Domain Services account hardening, Microsoft Active Directory Domain Services account hardening, Microsoft Active Directory Domain Services account hardening, Microsoft Active Directory Domain Services account hardening, Microsoft Active Directory Domain Services security group memberships, Microsoft Active Directory Domain Services security group memberships, Microsoft Active Directory Domain Services security group memberships"
"The ACSC ISM Section ""Service continuity for online services"" includes which topics?",,"Cloud-based hosting of online services, Location policies for online services, Availability planning and monitoring for online services, Availability planning and monitoring for online services, Availability planning and monitoring for online services, Availability planning and monitoring for online services, Using content delivery networks, Using content delivery networks, Denial of service strategies, Denial of service strategies, Domain name registrar locking, Monitoring with real-time alerting for online services, Segregation of critical online services, Preparing for service continuity"
"The ACSC ISM Section ""System administration"" includes which topics?",,"System administration processes and procedures, System administration processes and procedures, Separate privileged operating environments, Separate privileged operating environments, Separate privileged operating environments, Separate privileged operating environments, Administrative infrastructure, Administrative infrastructure, Administrative infrastructure, Administrative infrastructure, Administrative infrastructure, Administrative infrastructure"
"The ACSC ISM Section ""System owners"" includes which topics?",,"System ownership and oversight, System ownership and oversight, Protecting systems and their resources, Protecting systems and their resources, Protecting systems and their resources, Protecting systems and their resources, Protecting systems and their resources, Protecting systems and their resources, Annual reporting of system security status"
"The ACSC ISM Section ""System patching"" includes which topics?",,"Patch management processes and procedures, Patch management processes and procedures, Software register, Software register, Scanning for missing patches or updates, Scanning for missing patches or updates, Scanning for missing patches or updates, Scanning for missing patches or updates, Scanning for missing patches or updates, Scanning for missing patches or updates, Scanning for missing patches or updates, Scanning for missing patches or updates, Scanning for missing patches or updates, When to patch security vulnerabilities, When to patch security vulnerabilities, When to patch security vulnerabilities, When to patch security vulnerabilities, When to patch security vulnerabilities, When to patch security vulnerabilities, When to patch security vulnerabilities, When to patch security vulnerabilities, When to patch security vulnerabilities, Cessation of support, Cessation of support, Cessation of support, Cessation of support, Cessation of support"
"The ACSC ISM Section ""System-specific security documentation"" includes which topics?",,"System security plan, Incident response plan, Continuous monitoring plan, Security assessment report, Plan of action and milestones"
"The ACSC ISM Section ""Telephone systems"" includes which topics?",,"Telephone system usage policy, Personnel awareness, Personnel awareness, Personnel awareness, Protecting conversations, Cordless telephone systems, Speakerphones, Off-hook audio protection, Off-hook audio protection"
"The ACSC ISM Section ""Transport Layer Security"" includes which topics?",,"Configuring Transport Layer Security, Configuring Transport Layer Security, Configuring Transport Layer Security, Configuring Transport Layer Security, Configuring Transport Layer Security, Configuring Transport Layer Security, Configuring Transport Layer Security, Configuring Transport Layer Security, Configuring Transport Layer Security, Configuring Transport Layer Security"
"The ACSC ISM Section ""User application hardening"" includes which topics?",,"User application selection, User application releases, Hardening user application configurations, Hardening user application configurations, Hardening user application configurations, Hardening user application configurations, Hardening user application configurations, Hardening user application configurations, Hardening user application configurations, Hardening user application configurations, Hardening user application configurations, Hardening user application configurations, Hardening user application configurations, Hardening user application configurations, Hardening user application configurations, Hardening user application configurations, Hardening user application configurations, Hardening user application configurations, Hardening user application configurations, Hardening user application configurations, Microsoft Office macros, Microsoft Office macros, Microsoft Office macros, Microsoft Office macros, Microsoft Office macros, Microsoft Office macros, Microsoft Office macros, Microsoft Office macros, Microsoft Office macros, Microsoft Office macros, Microsoft Office macros"
"The ACSC ISM Section ""Video conferencing and Internet Protocol telephony"" includes which topics?",,"Video conferencing and Internet Protocol telephony infrastructure hardening, Video-aware and voice-aware firewalls and proxies, Protecting video conferencing and Internet Protocol telephony traffic, Protecting video conferencing and Internet Protocol telephony traffic, Video conferencing unit and Internet Protocol phone authentication, Video conferencing unit and Internet Protocol phone authentication, Video conferencing unit and Internet Protocol phone authentication, Video conferencing unit and Internet Protocol phone authentication, Traffic separation, Traffic separation, Internet Protocol phones in public areas, Microphones and webcams, Microphones and webcams, Denial of service response plan, Denial of service response plan"
"The ACSC ISM Section ""Virtualisation hardening"" includes which topics?",,"Functional separation between computing environments, Functional separation between computing environments, Functional separation between computing environments, Functional separation between computing environments, Functional separation between computing environments, Functional separation between computing environments"
"The ACSC ISM Section ""Web application development"" includes which topics?",,"Open Web Application Security Projects, Open Web Application Security Projects, Open Web Application Security Projects, Web application frameworks, Web application interactions, Web application programming interfaces, Web application programming interfaces, Web application programming interfaces, Web application input handling, Web application output encoding, Web browser-based controls, Web application event logging, Web application event logging"
"The ACSC ISM Section ""Web content filters"" includes which topics?",,"Using web content filters, Using web content filters, Using web content filters, Transport Layer Security filtering, Allowing and blocking access to domain names, Allowing and blocking access to domain names, Allowing and blocking access to domain names"
"The ACSC ISM Section ""Web proxies"" includes which topics?",,"Web usage policy, Using web proxies, Web proxy event logging, Web proxy event logging"
"The ACSC ISM Section ""Wireless networks"" includes which topics?",,"Choosing wireless devices, Public wireless networks, Administrative interfaces for wireless access points, Default settings, Default settings, Default settings, Default settings, Media Access Control address filtering, Static addressing, Confidentiality and integrity of wireless network traffic, 802.1X authentication, 802.1X authentication, Evaluation of 802.1X authentication implementation, Generating and issuing certificates for authentication, Generating and issuing certificates for authentication, Generating and issuing certificates for authentication, Caching 802.1X authentication outcomes, Fast Basic Service Set Transition, Remote Authentication Dial-In User Service authentication, Interference between wireless networks, Protecting management frames on wireless networks, Wireless network footprint"
"The ACSC ISM Topic ""802.1X authentication"" includes which controls?",,"ISM-1321, ISM-1711"
"The ACSC ISM Topic ""Access to sufficient data sources and tools"" includes which controls?",,ISM-0120
"The ACSC ISM Topic ""Access to systems and data by service providers"" includes which controls?",,"ISM-1073, ISM-1576"
"The ACSC ISM Topic ""Account lockouts"" includes which controls?",,ISM-1403
"The ACSC ISM Topic ""Administrative infrastructure"" includes which controls?",,"ISM-1385, ISM-1750, ISM-1386, ISM-1387, ISM-1381, ISM-1388"
"The ACSC ISM Topic ""Administrative interfaces for wireless access points"" includes which controls?",,ISM-1315
"The ACSC ISM Topic ""After travelling overseas with mobile devices"" includes which controls?",,"ISM-1300, ISM-1556"
"The ACSC ISM Topic ""Allowing and blocking access to domain names"" includes which controls?",,"ISM-0958, ISM-1236, ISM-1171"
"The ACSC ISM Topic ""Allowing specific content types"" includes which controls?",,ISM-0649
"The ACSC ISM Topic ""Annual reporting of system security status"" includes which controls?",,ISM-1587
"The ACSC ISM Topic ""Antivirus scanning"" includes which controls?",,ISM-1288
"The ACSC ISM Topic ""Antivirus software"" includes which controls?",,ISM-1417
"The ACSC ISM Topic ""Application control"" includes which controls?",,"ISM-0843, ISM-1490, ISM-1656, ISM-1657, ISM-1658, ISM-0955, ISM-1582, ISM-1471, ISM-1392, ISM-1746, ISM-1544, ISM-1659, ISM-0846, ISM-1660, ISM-1661, ISM-1662, ISM-1663"
"The ACSC ISM Topic ""Application management"" includes which controls?",,"ISM-1592, ISM-0382"
"The ACSC ISM Topic ""Application security testing"" includes which controls?",,"ISM-0402, ISM-1754"
"The ACSC ISM Topic ""Approval of security documentation"" includes which controls?",,"ISM-0047, ISM-1739"
"The ACSC ISM Topic ""Archive files"" includes which controls?",,"ISM-1289, ISM-1290"
"The ACSC ISM Topic ""Assessment of gateways"" includes which controls?",,"ISM-1037, ISM-0100"
"The ACSC ISM Topic ""Assessment of managed service providers"" includes which controls?",,ISM-1793
"The ACSC ISM Topic ""Assessment of outsourced cloud service providers"" includes which controls?",,ISM-1570
"The ACSC ISM Topic ""Asymmetric/public key algorithms"" includes which controls?",,ISM-0994
"The ACSC ISM Topic ""Authenticating to networks accessed via gateways"" includes which controls?",,"ISM-0619, ISM-0622"
"The ACSC ISM Topic ""Authenticating to systems"" includes which controls?",,ISM-1546
"The ACSC ISM Topic ""Authentication mechanisms"" includes which controls?",,"ISM-0485, ISM-1449"
"The ACSC ISM Topic ""Automated dynamic analysis"" includes which controls?",,ISM-1389
"The ACSC ISM Topic ""Automated remote access"" includes which controls?",,"ISM-0487, ISM-0488"
"The ACSC ISM Topic ""Availability planning and monitoring for online services"" includes which controls?",,"ISM-1579, ISM-1580, ISM-1441, ISM-1581"
"The ACSC ISM Topic ""Backup access"" includes which controls?",,"ISM-1812, ISM-1813, ISM-1705, ISM-1706"
"The ACSC ISM Topic ""Backup modification and deletion"" includes which controls?",,"ISM-1814, ISM-1707, ISM-1708"
"The ACSC ISM Topic ""Before travelling overseas with mobile devices"" includes which controls?",,"ISM-1298, ISM-1554, ISM-1555"
"The ACSC ISM Topic ""Blocking anonymity network traffic"" includes which controls?",,"ISM-1627, ISM-1628"
"The ACSC ISM Topic ""Blocking suspicious emails"" includes which controls?",,ISM-1502
"The ACSC ISM Topic ""Bluetooth functionality"" includes which controls?",,"ISM-1196, ISM-1200, ISM-1198, ISM-1199"
"The ACSC ISM Topic ""Border Gateway Protocol route security"" includes which controls?",,ISM-1783
"The ACSC ISM Topic ""Cable colours"" includes which controls?",,"ISM-1820, ISM-0926"
"The ACSC ISM Topic ""Cable inspectability"" includes which controls?",,"ISM-1112, ISM-1119"
"The ACSC ISM Topic ""Cable labelling processes and procedures"" includes which controls?",,ISM-0206
"The ACSC ISM Topic ""Cable register"" includes which controls?",,"ISM-0211, ISM-0208"
"The ACSC ISM Topic ""Cables in walls"" includes which controls?",,ISM-1115
"The ACSC ISM Topic ""Cabling infrastructure standards"" includes which controls?",,ISM-0181
"The ACSC ISM Topic ""Caching 802.1X authentication outcomes"" includes which controls?",,ISM-1330
"The ACSC ISM Topic ""Centralised email gateways"" includes which controls?",,"ISM-0569, ISM-0571"
"The ACSC ISM Topic ""Centralised event logging facility"" includes which controls?",,"ISM-1405, ISM-1815, ISM-0988"
"The ACSC ISM Topic ""Cessation of support"" includes which controls?",,"ISM-1704, ISM-0304, ISM-1501, ISM-1753, ISM-1809"
"The ACSC ISM Topic ""Changing credentials"" includes which controls?",,"ISM-1590, ISM-1847"
"The ACSC ISM Topic ""Choosing wireless devices"" includes which controls?",,ISM-1314
"The ACSC ISM Topic ""Classifying ICT equipment"" includes which controls?",,ISM-0293
"The ACSC ISM Topic ""Classifying media"" includes which controls?",,"ISM-0323, ISM-0337"
"The ACSC ISM Topic ""Cloud-based hosting of online services"" includes which controls?",,ISM-1437
"The ACSC ISM Topic ""Common cable reticulation systems"" includes which controls?",,ISM-1114
"The ACSC ISM Topic ""Communication of security documentation"" includes which controls?",,ISM-1602
"The ACSC ISM Topic ""Communications between database servers and web servers"" includes which controls?",,ISM-1277
"The ACSC ISM Topic ""Communications encryption"" includes which controls?",,ISM-1085
"The ACSC ISM Topic ""Confidentiality and integrity of wireless network traffic"" includes which controls?",,ISM-1332
"The ACSC ISM Topic ""Configuring Secure Shell"" includes which controls?",,"ISM-1506, ISM-0484"
"The ACSC ISM Topic ""Configuring Secure/Multipurpose Internet Mail Extension"" includes which controls?",,ISM-0490
"The ACSC ISM Topic ""Configuring Transport Layer Security"" includes which controls?",,"ISM-1139, ISM-1369, ISM-1370, ISM-1372, ISM-1448, ISM-1373, ISM-1374, ISM-1375, ISM-1553, ISM-1453"
"The ACSC ISM Topic ""Connecting cable reticulation systems to cabinets"" includes which controls?",,"ISM-1102, ISM-1101, ISM-1103"
"The ACSC ISM Topic ""Connecting mobile devices to the internet"" includes which controls?",,"ISM-0874, ISM-0705"
"The ACSC ISM Topic ""Connecting multifunction devices to both networks and digital telephone systems"" includes which controls?",,ISM-0245
"The ACSC ISM Topic ""Connecting multifunction devices to networks"" includes which controls?",,ISM-0590
"The ACSC ISM Topic ""Content conversion"" includes which controls?",,ISM-1286
"The ACSC ISM Topic ""Content sanitisation"" includes which controls?",,ISM-1287
"The ACSC ISM Topic ""Content validation"" includes which controls?",,ISM-1284
"The ACSC ISM Topic ""Continuous monitoring plan"" includes which controls?",,ISM-1163
"The ACSC ISM Topic ""Contractual security requirements with service providers"" includes which controls?",,"ISM-1395, ISM-0072, ISM-1571, ISM-1738, ISM-1804, ISM-0141, ISM-1794, ISM-1451, ISM-1572, ISM-1573, ISM-1574, ISM-1575"
"The ACSC ISM Topic ""Contributing to business continuity and disaster recovery planning"" includes which controls?",,ISM-0734
"The ACSC ISM Topic ""Coordinating cyber security"" includes which controls?",,"ISM-0725, ISM-0726"
"The ACSC ISM Topic ""Copying documents on multifunction devices"" includes which controls?",,ISM-0589
"The ACSC ISM Topic ""Cordless telephone systems"" includes which controls?",,ISM-0233
"The ACSC ISM Topic ""Covers for enclosed cable reticulation systems"" includes which controls?",,ISM-1164
"The ACSC ISM Topic ""Cryptographic key management processes and procedures"" includes which controls?",,ISM-0507
"The ACSC ISM Topic ""Cyber security incident register"" includes which controls?",,"ISM-0125, ISM-1803"
"The ACSC ISM Topic ""Cyber security strategy"" includes which controls?",,ISM-0039
"The ACSC ISM Topic ""Cyber supply chain risk management activities"" includes which controls?",,"ISM-1631, ISM-1452, ISM-1567, ISM-1568, ISM-1632, ISM-1569"
"The ACSC ISM Topic ""Data backup and restoration processes and procedures"" includes which controls?",,"ISM-1547, ISM-1548"
"The ACSC ISM Topic ""Data recovery"" includes which controls?",,ISM-0455
"The ACSC ISM Topic ""Data transfer processes and procedures"" includes which controls?",,ISM-0663
"The ACSC ISM Topic ""Database event logging"" includes which controls?",,"ISM-1537, ISM-1758"
"The ACSC ISM Topic ""Database register"" includes which controls?",,ISM-1243
"The ACSC ISM Topic ""Default accounts and credentials for network devices"" includes which controls?",,ISM-1304
"The ACSC ISM Topic ""Default settings"" includes which controls?",,"ISM-1710, ISM-1316, ISM-1317, ISM-1318"
"The ACSC ISM Topic ""Degaussing magnetic media"" includes which controls?",,"ISM-0361, ISM-0362, ISM-1641"
"The ACSC ISM Topic ""Delivery of applications, ICT equipment and services"" includes which controls?",,"ISM-1790, ISM-1791, ISM-1792"
"The ACSC ISM Topic ""Delivery of evaluated products"" includes which controls?",,ISM-0285
"The ACSC ISM Topic ""Denial of service response plan"" includes which controls?",,"ISM-1019, ISM-1805"
"The ACSC ISM Topic ""Denial of service strategies"" includes which controls?",,"ISM-1431, ISM-1458"
"The ACSC ISM Topic ""Developing a cyber security communications strategy"" includes which controls?",,ISM-0720
"The ACSC ISM Topic ""Development, testing and production environments"" includes which controls?",,"ISM-0400, ISM-1419, ISM-1420, ISM-1422, ISM-1816"
"The ACSC ISM Topic ""Device access control software"" includes which controls?",,"ISM-1418, ISM-0343, ISM-0345"
"The ACSC ISM Topic ""Diffie-Hellman groups"" includes which controls?",,ISM-0999
"The ACSC ISM Topic ""Digital preservation policy"" includes which controls?",,ISM-1510
"The ACSC ISM Topic ""Disabling unused physical ports on network devices"" includes which controls?",,ISM-0534
"The ACSC ISM Topic ""Disposal of ICT equipment"" includes which controls?",,"ISM-1217, ISM-0316"
"The ACSC ISM Topic ""Disposal of media"" includes which controls?",,"ISM-0378, ISM-0375"
"The ACSC ISM Topic ""Domain name registrar locking"" includes which controls?",,ISM-1432
"The ACSC ISM Topic ""Domain-based Message Authentication, Reporting and Conformance"" includes which controls?",,"ISM-1540, ISM-1799"
"The ACSC ISM Topic ""DomainKeys Identified Mail"" includes which controls?",,"ISM-0861, ISM-1026, ISM-1027"
"The ACSC ISM Topic ""Early consideration of emanation security threats"" includes which controls?",,ISM-0246
"The ACSC ISM Topic ""Electromagnetic interference/electromagnetic compatibility standards"" includes which controls?",,ISM-0250
"The ACSC ISM Topic ""Email content filtering"" includes which controls?",,ISM-1234
"The ACSC ISM Topic ""Email gateway maintenance activities"" includes which controls?",,ISM-0570
"The ACSC ISM Topic ""Email server transport encryption"" includes which controls?",,"ISM-0572, ISM-1589"
"The ACSC ISM Topic ""Email usage policy"" includes which controls?",,ISM-0264
"The ACSC ISM Topic ""Emanation security threat assessments in Australia"" includes which controls?",,ISM-0248
"The ACSC ISM Topic ""Emanation security threat assessments outside Australia"" includes which controls?",,ISM-0249
"The ACSC ISM Topic ""Emergency access to systems"" includes which controls?",,"ISM-1610, ISM-1611, ISM-1612, ISM-1614, ISM-1615, ISM-1613, ISM-1715"
"The ACSC ISM Topic ""Enacting incident response plans"" includes which controls?",,ISM-1819
"The ACSC ISM Topic ""Enclosed cable reticulation systems"" includes which controls?",,ISM-1130
"The ACSC ISM Topic ""Encrypted files"" includes which controls?",,ISM-1293
"The ACSC ISM Topic ""Encrypting data at rest"" includes which controls?",,"ISM-1080, ISM-0457, ISM-0459"
"The ACSC ISM Topic ""Encrypting data in transit"" includes which controls?",,"ISM-0469, ISM-0465"
"The ACSC ISM Topic ""Encryption algorithms"" includes which controls?",,ISM-1771
"The ACSC ISM Topic ""Evaluated product selection"" includes which controls?",,ISM-0280
"The ACSC ISM Topic ""Evaluation of 802.1X authentication implementation"" includes which controls?",,ISM-1322
"The ACSC ISM Topic ""Event log details"" includes which controls?",,ISM-0585
"The ACSC ISM Topic ""Event log monitoring"" includes which controls?",,"ISM-0109, ISM-1228"
"The ACSC ISM Topic ""Event log retention"" includes which controls?",,"ISM-0859, ISM-0991"
"The ACSC ISM Topic ""Event logging policy"" includes which controls?",,ISM-0580
"The ACSC ISM Topic ""Fast Basic Service Set Transition"" includes which controls?",,ISM-1712
"The ACSC ISM Topic ""Fax machine and multifunction device usage policy"" includes which controls?",,ISM-0588
"The ACSC ISM Topic ""Flashing network devices with trusted firmware before first use"" includes which controls?",,ISM-1800
"The ACSC ISM Topic ""Floor plan diagrams"" includes which controls?",,"ISM-1645, ISM-1646"
"The ACSC ISM Topic ""Functional separation between computing environments"" includes which controls?",,"ISM-1460, ISM-1604, ISM-1605, ISM-1606, ISM-1848, ISM-1607"
"The ACSC ISM Topic ""Functional separation between database servers and web servers"" includes which controls?",,ISM-1269
"The ACSC ISM Topic ""Functional separation between servers"" includes which controls?",,"ISM-0385, ISM-1479"
"The ACSC ISM Topic ""Gateway event logging and alerting"" includes which controls?",,"ISM-0634, ISM-1775"
"The ACSC ISM Topic ""Generating and issuing certificates for authentication"" includes which controls?",,"ISM-1324, ISM-1323, ISM-1327"
"The ACSC ISM Topic ""Handling ICT equipment"" includes which controls?",,ISM-1599
"The ACSC ISM Topic ""Handling and containing data spills"" includes which controls?",,ISM-0133
"The ACSC ISM Topic ""Handling and containing intrusions"" includes which controls?",,"ISM-0137, ISM-1609, ISM-1731, ISM-1732, ISM-1213"
"The ACSC ISM Topic ""Handling and containing malicious code infections"" includes which controls?",,ISM-0917
"The ACSC ISM Topic ""Handling emails with inappropriate, invalid or missing protective markings"" includes which controls?",,"ISM-0565, ISM-1023"
"The ACSC ISM Topic ""Handling encrypted ICT equipment and media"" includes which controls?",,ISM-0462
"The ACSC ISM Topic ""Handling media"" includes which controls?",,"ISM-0831, ISM-1059"
"The ACSC ISM Topic ""Hardening operating system configurations"" includes which controls?",,"ISM-1409, ISM-0380, ISM-0383, ISM-0341, ISM-1654, ISM-1655, ISM-1492, ISM-1745, ISM-1584, ISM-1491"
"The ACSC ISM Topic ""Hardening server application configurations"" includes which controls?",,"ISM-1246, ISM-1260, ISM-1247, ISM-1245"
"The ACSC ISM Topic ""Hardening user application configurations"" includes which controls?",,"ISM-1806, ISM-1412, ISM-1470, ISM-1235, ISM-1667, ISM-1668, ISM-1669, ISM-1542, ISM-1823, ISM-1486, ISM-1485, ISM-1666, ISM-1585, ISM-1670, ISM-1824, ISM-1601, ISM-1748, ISM-1825"
"The ACSC ISM Topic ""Host-based Intrusion Prevention System"" includes which controls?",,"ISM-1341, ISM-1034"
"The ACSC ISM Topic ""ICT equipment destruction processes and procedures"" includes which controls?",,ISM-1741
"The ACSC ISM Topic ""ICT equipment disposal processes and procedures"" includes which controls?",,ISM-1550
"The ACSC ISM Topic ""ICT equipment management policy"" includes which controls?",,ISM-1551
"The ACSC ISM Topic ""ICT equipment register"" includes which controls?",,ISM-0336
"The ACSC ISM Topic ""ICT equipment sanitisation processes and procedures"" includes which controls?",,ISM-0313
"The ACSC ISM Topic ""Implementing gateways"" includes which controls?",,"ISM-0628, ISM-0637, ISM-0631, ISM-1192, ISM-1427"
"The ACSC ISM Topic ""Incident management policy"" includes which controls?",,"ISM-0576, ISM-1784"
"The ACSC ISM Topic ""Incident response plan"" includes which controls?",,ISM-0043
"The ACSC ISM Topic ""Insecure authentication methods"" includes which controls?",,"ISM-1603, ISM-1055"
"The ACSC ISM Topic ""Inspection of ICT equipment following maintenance and repairs"" includes which controls?",,ISM-1598
"The ACSC ISM Topic ""Installation and configuration of evaluated products"" includes which controls?",,ISM-0289
"The ACSC ISM Topic ""Integrity algorithms"" includes which controls?",,ISM-0998
"The ACSC ISM Topic ""Interference between wireless networks"" includes which controls?",,ISM-1334
"The ACSC ISM Topic ""Internet Protocol phones in public areas"" includes which controls?",,ISM-0558
"The ACSC ISM Topic ""Key exchange"" includes which controls?",,ISM-1233
"The ACSC ISM Topic ""Labelling ICT equipment"" includes which controls?",,ISM-0294
"The ACSC ISM Topic ""Labelling building management cables"" includes which controls?",,ISM-1639
"The ACSC ISM Topic ""Labelling cables for foreign systems in Australian facilities"" includes which controls?",,ISM-1640
"The ACSC ISM Topic ""Labelling cables"" includes which controls?",,ISM-1096
"The ACSC ISM Topic ""Labelling media"" includes which controls?",,ISM-0332
"The ACSC ISM Topic ""Labelling wall outlet boxes"" includes which controls?",,ISM-1095
"The ACSC ISM Topic ""Location policies for online services"" includes which controls?",,ISM-1578
"The ACSC ISM Topic ""Logon banner"" includes which controls?",,"ISM-0408, ISM-0979"
"The ACSC ISM Topic ""Maintaining control of mobile devices"" includes which controls?",,"ISM-0871, ISM-0870, ISM-1084"
"The ACSC ISM Topic ""Maintaining mobile device security"" includes which controls?",,"ISM-0863, ISM-0864, ISM-1366"
"The ACSC ISM Topic ""Maintaining the integrity of evidence"" includes which controls?",,ISM-0138
"The ACSC ISM Topic ""Maintenance of security documentation"" includes which controls?",,ISM-0888
"The ACSC ISM Topic ""Managed services"" includes which controls?",,"ISM-1736, ISM-1737"
"The ACSC ISM Topic ""Managing and reporting suspicious changes to banking details or payment requests"" includes which controls?",,ISM-1740
"The ACSC ISM Topic ""Manual export of data"" includes which controls?",,"ISM-1187, ISM-1779"
"The ACSC ISM Topic ""Manual import of data"" includes which controls?",,"ISM-0657, ISM-1778"
"The ACSC ISM Topic ""Media Access Control address filtering"" includes which controls?",,ISM-1320
"The ACSC ISM Topic ""Media destruction equipment"" includes which controls?",,"ISM-1361, ISM-1160"
"The ACSC ISM Topic ""Media destruction methods"" includes which controls?",,"ISM-1517, ISM-1722, ISM-1723, ISM-1724, ISM-1725, ISM-1726, ISM-1727, ISM-0368"
"The ACSC ISM Topic ""Media destruction processes and procedures"" includes which controls?",,ISM-0363
"The ACSC ISM Topic ""Media disposal processes and procedures"" includes which controls?",,ISM-0374
"The ACSC ISM Topic ""Media management policy"" includes which controls?",,ISM-1549
"The ACSC ISM Topic ""Media sanitisation processes and procedures"" includes which controls?",,ISM-0348
"The ACSC ISM Topic ""Media that cannot be sanitised"" includes which controls?",,ISM-0350
"The ACSC ISM Topic ""Media that cannot be successfully sanitised"" includes which controls?",,ISM-1735
"The ACSC ISM Topic ""Microphones and webcams"" includes which controls?",,"ISM-0559, ISM-1450"
"The ACSC ISM Topic ""Microsoft Active Directory Domain Services account hardening"" includes which controls?",,"ISM-1832, ISM-1833, ISM-1834, ISM-1835, ISM-1836, ISM-1837, ISM-1838, ISM-1839, ISM-1840, ISM-1841, ISM-1842, ISM-1843, ISM-1844"
"The ACSC ISM Topic ""Microsoft Active Directory Domain Services domain controllers"" includes which controls?",,"ISM-1827, ISM-1828, ISM-1829, ISM-1830, ISM-1831"
"The ACSC ISM Topic ""Microsoft Active Directory Domain Services security group memberships"" includes which controls?",,"ISM-1620, ISM-1845, ISM-1846"
"The ACSC ISM Topic ""Microsoft Office macros"" includes which controls?",,"ISM-1671, ISM-1488, ISM-1672, ISM-1673, ISM-1674, ISM-1487, ISM-1675, ISM-1676, ISM-1489, ISM-1677, ISM-1678"
"The ACSC ISM Topic ""Mobile device emergency sanitisation processes and procedures"" includes which controls?",,ISM-0701
"The ACSC ISM Topic ""Mobile device management policy"" includes which controls?",,"ISM-1533, ISM-1195"
"The ACSC ISM Topic ""Mobile device usage policy"" includes which controls?",,ISM-1082
"The ACSC ISM Topic ""Mode of operation"" includes which controls?",,ISM-0494
"The ACSC ISM Topic ""Monitoring data import and export"" includes which controls?",,"ISM-1586, ISM-1294"
"The ACSC ISM Topic ""Monitoring with real-time alerting for online services"" includes which controls?",,ISM-1435
"The ACSC ISM Topic ""Multi-factor authentication"" includes which controls?",,"ISM-0974, ISM-1173, ISM-1504, ISM-1679, ISM-1680, ISM-1681, ISM-1505, ISM-1401, ISM-1682, ISM-1559, ISM-1683, ISM-1684"
"The ACSC ISM Topic ""Network access controls"" includes which controls?",,"ISM-0520, ISM-1182"
"The ACSC ISM Topic ""Network documentation"" includes which controls?",,"ISM-0518, ISM-0516, ISM-1178"
"The ACSC ISM Topic ""Network encryption"" includes which controls?",,ISM-1781
